Provincias;Sector económico;Periodo;Total
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T1;6,1
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T4;6,5
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T3;8,5
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T2;8,3
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T1;8,4
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T4;7,7
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T3;7,1
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T2;7,3
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T1;8
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T4;9,7
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T3;6,3
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T2;9,3
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T1;8,8
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T4;7,9
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T3;6,5
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T2;7,2
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T1;6,5
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T4;5,4
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T3;5,4
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T2;5,1
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T1;6,9
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T4;6,5
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T3;5,4
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T2;5,1
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T1;4,4
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T4;3,7
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T3;2,5
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T2;3,4
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T1;2,6
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T4;2,4
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T3;1,4
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T2;1,2
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T1;2,2
23 Jaén;Agricultura;2025T3;11,9
23 Jaén;Agricultura;2025T2;15,6
23 Jaén;Agricultura;2025T1;20,6
23 Jaén;Agricultura;2024T4;18,1
23 Jaén;Agricultura;2024T3;12,7
23 Jaén;Agricultura;2024T2;14,9
23 Jaén;Agricultura;2024T1;17
23 Jaén;Agricultura;2023T4;16,1
23 Jaén;Agricultura;2023T3;14,4
23 Jaén;Agricultura;2023T2;14,4
23 Jaén;Agricultura;2023T1;17,8
23 Jaén;Agricultura;2022T4;15
23 Jaén;Agricultura;2022T3;12,3
23 Jaén;Agricultura;2022T2;15
23 Jaén;Agricultura;2022T1;16,2
23 Jaén;Agricultura;2021T4;17,3
23 Jaén;Agricultura;2021T3;12,5
23 Jaén;Agricultura;2021T2;16,7
23 Jaén;Agricultura;2021T1;20,4
23 Jaén;Agricultura;2020T4;17,1
23 Jaén;Agricultura;2020T3;14,6
23 Jaén;Agricultura;2020T2;16,5
23 Jaén;Agricultura;2020T1;17,3
23 Jaén;Agricultura;2019T4;17,2
23 Jaén;Agricultura;2019T3;14,3
23 Jaén;Agricultura;2019T2;16,3
23 Jaén;Agricultura;2019T1;19
23 Jaén;Agricultura;2018T4;15,3
23 Jaén;Agricultura;2018T3;13,7
23 Jaén;Agricultura;2018T2;15,1
23 Jaén;Agricultura;2018T1;20,3
23 Jaén;Agricultura;2017T4;18,7
23 Jaén;Agricultura;2017T3;15,4
23 Jaén;Agricultura;2017T2;20,9
23 Jaén;Agricultura;2017T1;24,7
23 Jaén;Agricultura;2016T4;20,9
23 Jaén;Agricultura;2016T3;18,7
23 Jaén;Agricultura;2016T2;21,4
23 Jaén;Agricultura;2016T1;24,3
23 Jaén;Agricultura;2015T4;19,1
23 Jaén;Agricultura;2015T3;15,2
23 Jaén;Agricultura;2015T2;15
23 Jaén;Agricultura;2015T1;19,2
23 Jaén;Agricultura;2014T4;17,9
23 Jaén;Agricultura;2014T3;15,4
23 Jaén;Agricultura;2014T2;18,6
23 Jaén;Agricultura;2014T1;25
23 Jaén;Agricultura;2013T4;18,2
23 Jaén;Agricultura;2013T3;14
23 Jaén;Agricultura;2013T2;14,1
23 Jaén;Agricultura;2013T1;17,5
23 Jaén;Agricultura;2012T4;17,5
23 Jaén;Agricultura;2012T3;15,7
23 Jaén;Agricultura;2012T2;17
23 Jaén;Agricultura;2012T1;20,9
23 Jaén;Agricultura;2011T4;17,6
23 Jaén;Agricultura;2011T3;14,7
23 Jaén;Agricultura;2011T2;16,8
23 Jaén;Agricultura;2011T1;21,6
23 Jaén;Agricultura;2010T4;17,2
23 Jaén;Agricultura;2010T3;14
23 Jaén;Agricultura;2010T2;17,7
23 Jaén;Agricultura;2010T1;21,9
23 Jaén;Agricultura;2009T4;16,2
23 Jaén;Agricultura;2009T3;12,7
23 Jaén;Agricultura;2009T2;15,4
23 Jaén;Agricultura;2009T1;19,2
23 Jaén;Agricultura;2008T4;13,6
23 Jaén;Agricultura;2008T3;12,2
23 Jaén;Agricultura;2008T2;12,9
23 Jaén;Agricultura;2008T1;17,7
23 Jaén;Industria;2025T3;9,7
23 Jaén;Industria;2025T2;10,9
23 Jaén;Industria;2025T1;10,2
23 Jaén;Industria;2024T4;12,2
23 Jaén;Industria;2024T3;10,9
23 Jaén;Industria;2024T2;10
23 Jaén;Industria;2024T1;10,3
23 Jaén;Industria;2023T4;10,9
23 Jaén;Industria;2023T3;12,9
23 Jaén;Industria;2023T2;12,5
23 Jaén;Industria;2023T1;10,9
23 Jaén;Industria;2022T4;12,6
23 Jaén;Industria;2022T3;12
23 Jaén;Industria;2022T2;11,4
23 Jaén;Industria;2022T1;11,7
23 Jaén;Industria;2021T4;11,7
23 Jaén;Industria;2021T3;12,4
23 Jaén;Industria;2021T2;12,3
23 Jaén;Industria;2021T1;12,6
23 Jaén;Industria;2020T4;12,9
23 Jaén;Industria;2020T3;13,6
23 Jaén;Industria;2020T2;12,5
23 Jaén;Industria;2020T1;12,9
23 Jaén;Industria;2019T4;13,3
23 Jaén;Industria;2019T3;12,2
23 Jaén;Industria;2019T2;11,5
23 Jaén;Industria;2019T1;11,7
23 Jaén;Industria;2018T4;12,6
23 Jaén;Industria;2018T3;12
23 Jaén;Industria;2018T2;10,8
23 Jaén;Industria;2018T1;10
23 Jaén;Industria;2017T4;10,6
23 Jaén;Industria;2017T3;10,8
23 Jaén;Industria;2017T2;10
23 Jaén;Industria;2017T1;10
23 Jaén;Industria;2016T4;10,1
23 Jaén;Industria;2016T3;10,8
23 Jaén;Industria;2016T2;9,9
23 Jaén;Industria;2016T1;8,5
23 Jaén;Industria;2015T4;7,9
23 Jaén;Industria;2015T3;9,4
23 Jaén;Industria;2015T2;8,2
23 Jaén;Industria;2015T1;7,1
23 Jaén;Industria;2014T4;7,7
23 Jaén;Industria;2014T3;8
23 Jaén;Industria;2014T2;7,4
23 Jaén;Industria;2014T1;7,9
23 Jaén;Industria;2013T4;7,6
23 Jaén;Industria;2013T3;8,2
23 Jaén;Industria;2013T2;8,4
23 Jaén;Industria;2013T1;8
23 Jaén;Industria;2012T4;8,7
23 Jaén;Industria;2012T3;9,2
23 Jaén;Industria;2012T2;8,5
23 Jaén;Industria;2012T1;8,5
23 Jaén;Industria;2011T4;9,1
23 Jaén;Industria;2011T3;9,7
23 Jaén;Industria;2011T2;10,1
23 Jaén;Industria;2011T1;9
23 Jaén;Industria;2010T4;9,2
23 Jaén;Industria;2010T3;10,1
23 Jaén;Industria;2010T2;10,3
23 Jaén;Industria;2010T1;10,2
23 Jaén;Industria;2009T4;10,9
23 Jaén;Industria;2009T3;11,7
23 Jaén;Industria;2009T2;11,4
23 Jaén;Industria;2009T1;11,6
23 Jaén;Industria;2008T4;12
23 Jaén;Industria;2008T3;13,3
23 Jaén;Industria;2008T2;13,7
23 Jaén;Industria;2008T1;14,1
23 Jaén;Construcción;2025T3;7,3
23 Jaén;Construcción;2025T2;6,3
23 Jaén;Construcción;2025T1;5,8
23 Jaén;Construcción;2024T4;4,5
23 Jaén;Construcción;2024T3;5,7
23 Jaén;Construcción;2024T2;5,6
23 Jaén;Construcción;2024T1;6,1
23 Jaén;Construcción;2023T4;6,3
23 Jaén;Construcción;2023T3;5,3
23 Jaén;Construcción;2023T2;6,4
23 Jaén;Construcción;2023T1;6
23 Jaén;Construcción;2022T4;5,7
23 Jaén;Construcción;2022T3;6,7
23 Jaén;Construcción;2022T2;6,2
23 Jaén;Construcción;2022T1;5,8
23 Jaén;Construcción;2021T4;5,6
23 Jaén;Construcción;2021T3;7,4
23 Jaén;Construcción;2021T2;5,6
23 Jaén;Construcción;2021T1;4,3
23 Jaén;Construcción;2020T4;5,3
23 Jaén;Construcción;2020T3;6
23 Jaén;Construcción;2020T2;4,4
23 Jaén;Construcción;2020T1;4,9
23 Jaén;Construcción;2019T4;5,2
23 Jaén;Construcción;2019T3;5,8
23 Jaén;Construcción;2019T2;5,1
23 Jaén;Construcción;2019T1;4,2
23 Jaén;Construcción;2018T4;4,6
23 Jaén;Construcción;2018T3;5,2
23 Jaén;Construcción;2018T2;4,5
23 Jaén;Construcción;2018T1;3,8
23 Jaén;Construcción;2017T4;4,1
23 Jaén;Construcción;2017T3;4,5
23 Jaén;Construcción;2017T2;4,1
23 Jaén;Construcción;2017T1;3,6
23 Jaén;Construcción;2016T4;5,1
23 Jaén;Construcción;2016T3;5,5
23 Jaén;Construcción;2016T2;5,5
23 Jaén;Construcción;2016T1;3,7
23 Jaén;Construcción;2015T4;4,1
23 Jaén;Construcción;2015T3;4,2
23 Jaén;Construcción;2015T2;4,2
23 Jaén;Construcción;2015T1;3,8
23 Jaén;Construcción;2014T4;3,9
23 Jaén;Construcción;2014T3;4,2
23 Jaén;Construcción;2014T2;4,4
23 Jaén;Construcción;2014T1;3,2
23 Jaén;Construcción;2013T4;4,6
23 Jaén;Construcción;2013T3;4,7
23 Jaén;Construcción;2013T2;4,9
23 Jaén;Construcción;2013T1;5,1
23 Jaén;Construcción;2012T4;6,6
23 Jaén;Construcción;2012T3;6,6
23 Jaén;Construcción;2012T2;6,7
23 Jaén;Construcción;2012T1;6,5
23 Jaén;Construcción;2011T4;7
23 Jaén;Construcción;2011T3;8,4
23 Jaén;Construcción;2011T2;7,4
23 Jaén;Construcción;2011T1;7,1
23 Jaén;Construcción;2010T4;8,7
23 Jaén;Construcción;2010T3;9,3
23 Jaén;Construcción;2010T2;8,1
23 Jaén;Construcción;2010T1;6,7
23 Jaén;Construcción;2009T4;9,8
23 Jaén;Construcción;2009T3;10,5
23 Jaén;Construcción;2009T2;9,7
23 Jaén;Construcción;2009T1;10
23 Jaén;Construcción;2008T4;11,9
23 Jaén;Construcción;2008T3;12,6
23 Jaén;Construcción;2008T2;12,8
23 Jaén;Construcción;2008T1;11,7
23 Jaén;Servicios;2025T3;65,1
23 Jaén;Servicios;2025T2;62
23 Jaén;Servicios;2025T1;57,9
23 Jaén;Servicios;2024T4;59,4
23 Jaén;Servicios;2024T3;63
23 Jaén;Servicios;2024T2;63
23 Jaén;Servicios;2024T1;59,9
23 Jaén;Servicios;2023T4;58,9
23 Jaén;Servicios;2023T3;60,3
23 Jaén;Servicios;2023T2;61,2
23 Jaén;Servicios;2023T1;61,3
23 Jaén;Servicios;2022T4;59,9
23 Jaén;Servicios;2022T3;61,7
23 Jaén;Servicios;2022T2;61,2
23 Jaén;Servicios;2022T1;59,6
23 Jaén;Servicios;2021T4;57,6
23 Jaén;Servicios;2021T3;58,6
23 Jaén;Servicios;2021T2;55,7
23 Jaén;Servicios;2021T1;54
23 Jaén;Servicios;2020T4;55,7
23 Jaén;Servicios;2020T3;56,8
23 Jaén;Servicios;2020T2;59,9
23 Jaén;Servicios;2020T1;57,6
23 Jaén;Servicios;2019T4;58,7
23 Jaén;Servicios;2019T3;60,2
23 Jaén;Servicios;2019T2;59,7
23 Jaén;Servicios;2019T1;57,8
23 Jaén;Servicios;2018T4;59
23 Jaén;Servicios;2018T3;60,9
23 Jaén;Servicios;2018T2;61,1
23 Jaén;Servicios;2018T1;58,1
23 Jaén;Servicios;2017T4;58,3
23 Jaén;Servicios;2017T3;59
23 Jaén;Servicios;2017T2;54,1
23 Jaén;Servicios;2017T1;52,3
23 Jaén;Servicios;2016T4;53,4
23 Jaén;Servicios;2016T3;53,6
23 Jaén;Servicios;2016T2;52,5
23 Jaén;Servicios;2016T1;52,7
23 Jaén;Servicios;2015T4;54,9
23 Jaén;Servicios;2015T3;57
23 Jaén;Servicios;2015T2;58,2
23 Jaén;Servicios;2015T1;56,3
23 Jaén;Servicios;2014T4;56,9
23 Jaén;Servicios;2014T3;58,4
23 Jaén;Servicios;2014T2;56,9
23 Jaén;Servicios;2014T1;49,6
23 Jaén;Servicios;2013T4;52,8
23 Jaén;Servicios;2013T3;54,9
23 Jaén;Servicios;2013T2;53,2
23 Jaén;Servicios;2013T1;52,1
23 Jaén;Servicios;2012T4;54
23 Jaén;Servicios;2012T3;54,3
23 Jaén;Servicios;2012T2;54,7
23 Jaén;Servicios;2012T1;52,2
23 Jaén;Servicios;2011T4;54,5
23 Jaén;Servicios;2011T3;54,6
23 Jaén;Servicios;2011T2;54,2
23 Jaén;Servicios;2011T1;53,2
23 Jaén;Servicios;2010T4;54,3
23 Jaén;Servicios;2010T3;57,2
23 Jaén;Servicios;2010T2;54,9
23 Jaén;Servicios;2010T1;52
23 Jaén;Servicios;2009T4;55
23 Jaén;Servicios;2009T3;57,6
23 Jaén;Servicios;2009T2;57,2
23 Jaén;Servicios;2009T1;54,2
23 Jaén;Servicios;2008T4;57
23 Jaén;Servicios;2008T3;57
23 Jaén;Servicios;2008T2;56,3
23 Jaén;Servicios;2008T1;52,7
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;6
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;5,2
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;5,4
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;5,8
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;7,7
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;6,5
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;6,8
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;7,8
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;7,1
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;5,6
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;4
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;6,8
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;7,2
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;6,1
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;6,7
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;7,8
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;9,1
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;9,7
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;8,6
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;9
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;9
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T2;6,7
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T1;7,3
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T4;5,5
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T3;7,5
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T2;7,4
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T1;7,3
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T4;8,5
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T3;8,2
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T2;8,4
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T1;7,9
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T4;8,3
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T3;10,3
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T2;10,8
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T1;9,5
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T4;10,5
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T3;11,3
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T2;10,7
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T1;10,9
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T4;14
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T3;14,2
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T2;14,4
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T1;13,6
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T4;13,6
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T3;13,9
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T2;12,8
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T1;14,2
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T4;16,9
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T3;18,2
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T2;19,4
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T1;17,3
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T4;13,2
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T3;14,2
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T2;13,2
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T1;11,9
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T4;11,7
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T3;12,6
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T2;11,5
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T1;9,1
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T4;10,6
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T3;9,4
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T2;9,1
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T1;9,1
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T4;8,1
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T3;7,4
23 Jaén;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T2;6,3
