municipality_number,municipality_name,year,number_of_households,average_household_size,number_of_dwellings,average_rent_price
22126,Ibieca,2008,48.0,2.39,51.0,747.0
44126,Iglesuela del Cid (La),2008,162.0,3.12,172.0,801.0
22127,Igriés,2008,205.0,2.58,217.0,434.0
22128,Ilche,2008,107.0,2.54,113.0,447.0
50126,Illueca,2008,1434.0,2.28,1521.0,319.0
22129,Isábena,2008,119.0,2.69,126.0,930.0
50128,Isuerre,2008,17.0,2.32,18.0,947.0
44127,Jabaloyas,2008,34.0,2.48,36.0,843.0
22130,Jaca,2008,5215.0,2.53,5530.0,429.0
50129,Jaraba,2008,117.0,2.98,124.0,859.0
44128,Jarque de la Val,2008,33.0,3.02,35.0,814.0
50130,Jarque de Moncayo,2008,220.0,2.5,233.0,358.0
22131,Jasa,2008,41.0,3.01,43.0,1023.0
44129,Jatiel,2008,19.0,2.97,20.0,731.0
50131,Jaulín,2008,100.0,2.94,106.0,885.0
44130,Jorcas,2008,19.0,2.4,20.0,826.0
44131,Josa,2008,11.0,2.93,12.0,785.0
50132,Joyosa (La),2008,280.0,3.12,297.0,631.0
22133,Labuerda,2008,63.0,2.85,67.0,501.0
50133,Lagata,2008,56.0,2.51,59.0,719.0
44132,Lagueruela,2008,25.0,2.68,27.0,506.0
22135,Laluenga,2008,82.0,2.84,87.0,359.0
22136,Lalueza,2008,421.0,2.7,446.0,883.0
22137,Lanaja,2008,634.0,2.33,672.0,746.0
50134,Langa del Castillo,2008,60.0,2.5,64.0,350.0
44133,Lanzuela,2008,10.0,2.94,11.0,712.0
22139,Laperdiguera,2008,32.0,3.04,34.0,980.0
22141,Lascellas-Ponzano,2008,66.0,2.35,70.0,356.0
22142,Lascuarre,2008,51.0,3.11,54.0,282.0
22143,Laspaúles,2008,121.0,2.55,128.0,799.0
22144,Laspuña,2008,106.0,2.84,112.0,509.0
50135,Layana,2008,39.0,2.95,41.0,964.0
50136,Lécera,2008,246.0,2.99,261.0,1042.0
50138,Lechón,2008,18.0,3.11,19.0,526.0
50137,Leciñena,2008,522.0,2.51,554.0,364.0
50139,Letux,2008,138.0,3.02,146.0,282.0
44135,Libros,2008,64.0,2.33,68.0,954.0
44136,Lidón,2008,23.0,2.85,24.0,630.0
44137,Linares de Mora,2008,111.0,2.92,118.0,1016.0
50140,Litago,2008,64.0,2.86,68.0,749.0
50141,Lituénigo,2008,48.0,2.46,51.0,878.0
44141,Lledó,2008,60.0,3.03,64.0,522.0
22149,Loarre,2008,155.0,2.38,164.0,673.0
50142,Lobera de Onsella,2008,24.0,2.2,25.0,483.0
50143,Longares,2008,311.0,2.91,330.0,308.0
50144,Longás,2008,15.0,2.72,16.0,823.0
22150,Loporzano,2008,179.0,3.02,190.0,834.0
22151,Loscorrales,2008,42.0,2.59,45.0,882.0
44138,Loscos,2008,79.0,2.39,84.0,384.0
50146,Lucena de Jalón,2008,102.0,3.0,108.0,638.0
50147,Luceni,2008,394.0,2.74,418.0,852.0
50148,Luesia,2008,165.0,2.39,175.0,881.0
50149,Luesma,2008,13.0,2.82,14.0,900.0
50150,Lumpiaque,2008,390.0,2.7,414.0,861.0
50151,Luna,2008,313.0,2.79,332.0,828.0
22905,Lupiñén-Ortilla,2008,139.0,2.64,147.0,881.0
50152,Maella,2008,681.0,3.01,722.0,471.0
50153,Magallón,2008,406.0,3.01,431.0,543.0
44142,Maicas,2008,13.0,2.98,14.0,408.0
50154,Mainar,2008,81.0,2.31,86.0,1017.0
50155,Malanquilla,2008,41.0,3.04,43.0,1024.0
50156,Maleján,2008,113.0,2.86,120.0,675.0
50160,Mallén,2008,1278.0,2.88,1355.0,526.0
50157,Malón,2008,150.0,2.56,159.0,1036.0
50159,Maluenda,2008,359.0,3.05,381.0,737.0
50161,Manchones,2008,45.0,2.89,48.0,543.0
44143,Manzanera,2008,233.0,2.32,247.0,767.0
50162,Mara,2008,82.0,2.6,87.0,638.0
50163,María de Huerva,2008,1310.0,3.06,1389.0,931.0
50902,Marracos,2008,50.0,2.26,53.0,317.0
44144,Martín del Río,2008,148.0,3.15,157.0,432.0
44145,Mas de las Matas,2008,505.0,2.86,536.0,978.0
44146,Mata de los Olmos (La),2008,95.0,2.83,101.0,485.0
44147,Mazaleón,2008,236.0,2.47,250.0,802.0
50164,Mediana de Aragón,2008,209.0,2.46,222.0,421.0
50165,Mequinenza,2008,794.0,3.12,842.0,312.0
50166,Mesones de Isuela,2008,130.0,2.5,138.0,553.0
50167,Mezalocha,2008,86.0,2.96,91.0,459.0
44148,Mezquita de Jarque,2008,51.0,2.56,54.0,716.0
50168,Mianos,2008,21.0,2.27,22.0,1013.0
50169,Miedes de Aragón,2008,207.0,2.23,220.0,978.0
44149,Mirambel,2008,47.0,2.73,50.0,803.0
44150,Miravete de la Sierra,2008,13.0,3.09,14.0,762.0
44151,Molinos,2008,117.0,2.57,124.0,576.0
50170,Monegrillo,2008,195.0,2.56,207.0,346.0
22155,Monesma y Cajigar,2008,44.0,2.51,47.0,424.0
50171,Moneva,2008,36.0,2.72,38.0,283.0
22156,Monflorite-Lascasas,2008,106.0,2.64,112.0,720.0
44152,Monforte de Moyuela,2008,28.0,3.0,30.0,662.0
50172,Monreal de Ariza,2008,77.0,2.68,82.0,811.0
44153,Monreal del Campo,2008,1024.0,2.7,1086.0,1025.0
44154,Monroyo,2008,164.0,2.35,174.0,910.0
44155,Montalbán,2008,469.0,3.15,497.0,336.0
22157,Montanuy,2008,126.0,2.44,134.0,776.0
44156,Monteagudo del Castillo,2008,34.0,2.24,36.0,962.0
50173,Monterde,2008,74.0,2.85,78.0,514.0
44157,Monterde de Albarracín,2008,27.0,2.74,29.0,902.0
50174,Montón,2008,49.0,2.61,52.0,1039.0
22158,Monzón,2008,6393.0,2.62,6779.0,289.0
44158,Mora de Rubielos,2008,572.0,2.97,607.0,752.0
50175,Morata de Jalón,2008,562.0,2.41,596.0,952.0
50176,Morata de Jiloca,2008,106.0,2.99,112.0,1043.0
50177,Morés,2008,157.0,2.83,166.0,599.0
50178,Moros,2008,182.0,2.61,193.0,810.0
44159,Moscardón,2008,22.0,2.66,23.0,871.0
44160,Mosqueruela,2008,257.0,2.46,273.0,837.0
50179,Moyuela,2008,98.0,2.95,104.0,270.0
50180,Mozota,2008,43.0,2.73,46.0,943.0
50181,Muel,2008,506.0,2.53,537.0,947.0
50182,Muela (La),2008,1584.0,2.79,1680.0,875.0
50183,Munébrega,2008,139.0,3.17,147.0,537.0
44161,Muniesa,2008,271.0,2.63,287.0,508.0
50184,Murero,2008,51.0,3.11,54.0,455.0
50185,Murillo de Gállego,2008,67.0,2.54,71.0,780.0
22160,Naval,2008,118.0,2.28,125.0,772.0
50186,Navardún,2008,20.0,2.4,21.0,969.0
50187,Nigüella,2008,33.0,2.62,35.0,549.0
44163,Noguera de Albarracín,2008,59.0,2.42,63.0,872.0
44164,Nogueras,2008,14.0,2.27,15.0,609.0
44165,Nogueruelas,2008,85.0,3.09,90.0,312.0
50188,Nombrevilla,2008,12.0,3.09,13.0,409.0
50189,Nonaspe,2008,368.0,2.93,390.0,421.0
22162,Novales,2008,73.0,2.39,77.0,418.0
50190,Novallas,2008,380.0,2.33,403.0,639.0
50191,Novillas,2008,280.0,2.28,297.0,272.0
22163,Nueno,2008,179.0,2.92,190.0,919.0
50192,Nuévalos,2008,114.0,3.11,121.0,508.0
50193,Nuez de Ebro,2008,287.0,2.63,304.0,795.0
44167,Obón,2008,21.0,2.42,22.0,671.0
44168,Odón,2008,86.0,2.7,91.0,963.0
44169,Ojos Negros,2008,202.0,2.55,214.0,451.0
44171,Olba,2008,85.0,2.58,90.0,1000.0
44172,Oliete,2008,179.0,2.81,190.0,803.0
44173,Olmos (Los),2008,49.0,2.89,52.0,916.0
22164,Olvena,2008,30.0,2.36,32.0,868.0
50194,Olvés,2008,53.0,2.26,56.0,744.0
22165,Ontiñena,2008,195.0,3.16,207.0,1006.0
50195,Orcajo,2008,15.0,2.45,16.0,611.0
50196,Orera,2008,56.0,2.27,59.0,775.0
50197,Orés,2008,44.0,2.41,47.0,782.0
44174,Orihuela del Tremedal,2008,255.0,2.26,270.0,638.0
44175,Orrios,2008,66.0,2.59,70.0,1000.0
50198,Oseja,2008,18.0,2.97,19.0,1013.0
50199,Osera de Ebro,2008,175.0,2.55,186.0,860.0
22167,Osso de Cinca,2008,293.0,2.64,311.0,880.0
22168,Palo,2008,11.0,2.96,12.0,420.0
44176,Palomar de Arroyos,2008,78.0,2.69,83.0,386.0
44177,Pancrudo,2008,34.0,3.06,36.0,989.0
50200,Paniza,2008,262.0,3.05,278.0,369.0
22170,Panticosa,2008,375.0,2.23,398.0,645.0
50201,Paracuellos de Jiloca,2008,181.0,2.97,192.0,598.0
50202,Paracuellos de la Ribera,2008,71.0,2.66,75.0,305.0
44178,Parras de Castellote (Las),2008,23.0,3.12,24.0,654.0
50203,Pastriz,2008,517.0,2.67,548.0,1024.0
50204,Pedrola,2008,1104.0,3.16,1171.0,614.0
50205,Pedrosas (Las),2008,42.0,2.89,45.0,825.0
22172,Peñalba,2008,306.0,2.45,324.0,843.0
44179,Peñarroya de Tastavins,2008,189.0,2.74,200.0,583.0
22173,Peñas de Riglos (Las),2008,88.0,3.17,93.0,559.0
44180,Peracense,2008,32.0,2.99,34.0,303.0
44181,Peralejos,2008,36.0,2.3,38.0,1008.0
44182,Perales del Alfambra,2008,103.0,2.88,109.0,399.0
22174,Peralta de Alcofea,2008,254.0,2.55,269.0,557.0
22175,Peralta de Calasanz,2008,111.0,2.23,118.0,711.0
22176,Peraltilla,2008,77.0,2.6,82.0,848.0
22177,Perarrúa,2008,40.0,2.46,42.0,378.0
50206,Perdiguera,2008,221.0,3.0,234.0,699.0
22178,Pertusa,2008,48.0,2.53,51.0,608.0
50207,Piedratajada,2008,52.0,2.98,55.0,593.0
50208,Pina de Ebro,2008,1150.0,2.22,1220.0,858.0
50209,Pinseque,2008,1296.0,2.51,1374.0,953.0
50210,Pintanos (Los),2008,16.0,2.51,17.0,273.0
22181,Piracés,2008,40.0,2.42,42.0,805.0
44183,Pitarque,2008,46.0,2.28,49.0,503.0
22182,Plan,2008,138.0,2.39,146.0,1002.0
50211,Plasencia de Jalón,2008,137.0,2.75,145.0,717.0
50212,Pleitas,2008,23.0,2.49,24.0,667.0
50213,Plenas,2008,47.0,2.64,50.0,705.0
44184,Plou,2008,20.0,2.54,21.0,947.0
44185,Pobo (El),2008,46.0,3.03,49.0,888.0
22184,Poleñino,2008,73.0,3.1,77.0,517.0
50214,Pomer,2008,12.0,2.64,13.0,901.0
44187,Portellada (La),2008,105.0,2.54,111.0,592.0
22186,Pozán de Vero,2008,108.0,2.33,115.0,426.0
44189,Pozondón,2008,27.0,3.11,29.0,702.0
50215,Pozuel de Ariza,2008,10.0,2.24,11.0,1029.0
44190,Pozuel del Campo,2008,43.0,2.51,46.0,1019.0
50216,Pozuelo de Aragón,2008,135.0,2.5,143.0,272.0
50217,Pradilla de Ebro,2008,254.0,2.53,269.0,651.0
50218,Puebla de Albortón,2008,58.0,2.36,62.0,859.0
50219,Puebla de Alfindén (La),2008,1583.0,2.96,1679.0,276.0
22187,Puebla de Castro (La),2008,176.0,2.33,187.0,430.0
44191,Puebla de Híjar (La),2008,361.0,2.82,383.0,1012.0
44192,Puebla de Valverde (La),2008,232.0,2.33,246.0,863.0
50220,Puendeluna,2008,24.0,2.25,25.0,561.0
22188,Puente de Montañana,2008,49.0,3.07,52.0,586.0
22902,Puente la Reina de Jaca,2008,93.0,2.39,99.0,878.0
22189,Puértolas,2008,84.0,2.99,89.0,957.0
44193,Puertomingalvo,2008,94.0,2.75,100.0,453.0
22190,Pueyo de Araguás (El),2008,68.0,2.29,72.0,337.0
22193,Pueyo de Santa Cruz,2008,117.0,3.13,124.0,1001.0
50221,Purujosa,2008,19.0,2.49,20.0,834.0
22195,Quicena,2008,101.0,3.04,107.0,866.0
50222,Quinto,2008,883.0,2.38,936.0,429.0
44194,Ráfales,2008,50.0,3.04,53.0,963.0
50223,Remolinos,2008,537.0,2.23,569.0,605.0
50224,Retascón,2008,32.0,2.75,34.0,437.0
50225,Ricla,2008,1153.0,2.95,1223.0,1043.0
44195,Rillo,2008,33.0,3.14,35.0,638.0
44196,Riodeva,2008,64.0,3.07,68.0,867.0
22197,Robres,2008,214.0,3.0,227.0,832.0
44197,Ródenas,2008,25.0,3.06,27.0,733.0
50227,Romanos,2008,47.0,2.41,50.0,999.0
44198,Royuela,2008,90.0,2.49,95.0,721.0
44199,Rubiales,2008,24.0,2.46,25.0,464.0
44200,Rubielos de la Cérida,2008,19.0,2.61,20.0,433.0
44201,Rubielos de Mora,2008,297.0,2.59,315.0,833.0
50228,Rueda de Jalón,2008,132.0,2.74,140.0,630.0
50229,Ruesca,2008,33.0,2.37,35.0,1042.0
50241,Sabiñán,2008,284.0,2.87,301.0,635.0
22199,Sabiñánigo,2008,4249.0,2.38,4506.0,279.0
50230,Sádaba,2008,676.0,2.51,717.0,475.0
22200,Sahún,2008,138.0,2.7,146.0,512.0
22201,Salas Altas,2008,108.0,2.97,115.0,362.0
22202,Salas Bajas,2008,47.0,2.92,50.0,639.0
44203,Salcedillo,2008,4.0,2.91,4.0,429.0
44204,Saldón,2008,13.0,2.4,14.0,499.0
22203,Salillas,2008,43.0,2.76,46.0,943.0
50231,Salillas de Jalón,2008,164.0,2.3,174.0,324.0
22204,Sallent de Gállego,2008,533.0,2.58,565.0,951.0
50232,Salvatierra de Esca,2008,95.0,2.61,101.0,300.0
44205,Samper de Calanda,2008,425.0,2.26,451.0,901.0
50233,Samper del Salz,2008,43.0,2.48,46.0,907.0
44206,San Agustín,2008,54.0,3.11,57.0,583.0
22205,San Esteban de Litera,2008,176.0,3.12,187.0,1005.0
22207,San Juan de Plan,2008,60.0,2.57,64.0,335.0
50234,San Martín de la Virgen de Moncayo,2008,129.0,2.26,137.0,998.0
44207,San Martín del Río,2008,88.0,2.38,93.0,707.0
50235,San Mateo de Gállego,2008,1118.0,2.59,1186.0,561.0
22903,San Miguel del Cinca,2008,276.0,3.13,293.0,556.0
22206,Sangarrén,2008,115.0,2.36,122.0,570.0
22208,Santa Cilia,2008,68.0,2.94,72.0,960.0
50236,Santa Cruz de Grío,2008,79.0,2.35,84.0,765.0
22209,Santa Cruz de la Serós,2008,46.0,3.14,49.0,605.0
50237,Santa Cruz de Moncayo,2008,52.0,2.58,55.0,664.0
44208,Santa Cruz de Nogueras,2008,11.0,2.88,12.0,323.0
44209,Santa Eulalia,2008,456.0,2.55,484.0,462.0
50238,Santa Eulalia de Gállego,2008,45.0,2.79,48.0,442.0
22906,Santa María de Dulcis,2008,94.0,2.4,100.0,550.0
22212,Santaliestra y San Quílez,2008,43.0,2.33,46.0,420.0
50239,Santed,2008,21.0,3.07,22.0,870.0
22213,Sariñena,2008,1390.0,3.1,1474.0,304.0
44210,Sarrión,2008,367.0,3.06,389.0,919.0
50240,Sástago,2008,405.0,2.81,429.0,889.0
22214,Secastilla,2008,45.0,2.97,48.0,949.0
50242,Sediles,2008,44.0,2.28,47.0,352.0
44211,Segura de los Baños,2008,16.0,2.51,17.0,588.0
22215,Seira,2008,70.0,2.5,74.0,1022.0
22217,Sena,2008,198.0,2.82,210.0,679.0
22218,Senés de Alcubierre,2008,24.0,2.5,25.0,348.0
44212,Seno,2008,18.0,2.32,19.0,935.0
22220,Sesa,2008,86.0,2.81,91.0,555.0
50243,Sestrica,2008,135.0,3.0,143.0,913.0
22221,Sesué,2008,46.0,2.6,49.0,957.0
50244,Sierra de Luna,2008,133.0,2.36,141.0,970.0
22222,Siétamo,2008,259.0,2.41,275.0,316.0
50245,Sigüés,2008,56.0,2.45,59.0,480.0
44213,Singra,2008,38.0,2.48,40.0,276.0
50246,Sisamón,2008,18.0,2.91,19.0,1035.0
50247,Sobradiel,2008,346.0,2.79,367.0,678.0
22223,Sopeira,2008,37.0,2.89,39.0,538.0
50248,Sos del Rey Católico,2008,275.0,2.57,292.0,870.0
22904,Sotonera (La),2008,353.0,3.0,374.0,891.0
50249,Tabuenca,2008,171.0,2.42,181.0,649.0
50250,Talamantes,2008,24.0,2.7,25.0,537.0
22225,Tamarite de Litera,2008,1247.0,2.98,1322.0,336.0
50251,Tarazona,2008,4642.0,2.39,4923.0,753.0
22226,Tardienta,2008,450.0,2.32,477.0,982.0
50252,Tauste,2008,2513.0,3.06,2665.0,441.0
22227,Tella-Sin,2008,120.0,2.55,127.0,822.0
50253,Terrer,2008,183.0,2.87,194.0,642.0
44215,Terriente,2008,83.0,2.25,88.0,893.0
44216,Teruel,2008,12208.0,2.87,12946.0,674.0
50254,Tierga,2008,78.0,2.51,83.0,429.0
22228,Tierz,2008,277.0,2.27,294.0,420.0
50255,Tobed,2008,92.0,2.8,98.0,796.0
22229,Tolva,2008,78.0,2.46,83.0,310.0
44217,Toril y Masegoso,2008,13.0,2.54,14.0,556.0
22230,Torla-Ordesa,2008,141.0,2.29,150.0,717.0
44218,Tormón,2008,15.0,2.4,16.0,1033.0
44219,Tornos,2008,96.0,2.49,102.0,834.0
22232,Torralba de Aragón,2008,50.0,2.3,53.0,564.0
50256,Torralba de los Frailes,2008,33.0,3.13,35.0,950.0
44220,Torralba de los Sisones,2008,100.0,2.22,106.0,743.0
50257,Torralba de Ribota,2008,71.0,2.69,75.0,426.0
50258,Torralbilla,2008,28.0,2.31,30.0,748.0
44223,Torre de Arcas,2008,42.0,2.51,45.0,579.0
44224,Torre de las Arcas,2008,13.0,2.94,14.0,989.0
44225,Torre del Compte,2008,68.0,2.39,72.0,1010.0
22233,Torre la Ribera,2008,39.0,3.14,41.0,537.0
44227,Torre los Negros,2008,41.0,2.41,43.0,894.0
44221,Torrecilla de Alcañiz,2008,147.0,2.94,156.0,899.0
44222,Torrecilla del Rebollar,2008,58.0,2.75,62.0,431.0
50259,Torrehermosa,2008,29.0,3.02,31.0,469.0
44226,Torrelacárcel,2008,80.0,2.73,85.0,987.0
50260,Torrelapaja,2008,17.0,2.64,18.0,825.0
50261,Torrellas,2008,127.0,2.4,135.0,1042.0
44228,Torremocha de Jiloca,2008,61.0,2.38,65.0,500.0
22234,Torrente de Cinca,2008,329.0,3.09,349.0,465.0
44229,Torres de Albarracín,2008,59.0,2.55,63.0,675.0
22235,Torres de Alcanadre,2008,43.0,2.6,46.0,890.0
22236,Torres de Barbués,2008,108.0,2.95,115.0,758.0
50262,Torres de Berrellén,2008,597.0,2.54,633.0,1006.0
44230,Torrevelilla,2008,62.0,3.12,66.0,544.0
44231,Torrijas,2008,26.0,2.86,28.0,790.0
50263,Torrijo de la Cañada,2008,108.0,2.8,115.0,816.0
44232,Torrijo del Campo,2008,191.0,3.04,203.0,764.0
50264,Tosos,2008,108.0,2.27,115.0,347.0
44234,Tramacastiel,2008,41.0,2.44,43.0,711.0
44235,Tramacastilla,2008,46.0,2.64,49.0,543.0
22239,Tramaced,2008,43.0,2.46,46.0,608.0
50265,Trasmoz,2008,30.0,2.88,32.0,469.0
50266,Trasobares,2008,53.0,3.1,56.0,721.0
44236,Tronchón,2008,42.0,2.64,45.0,348.0
50267,Uncastillo,2008,319.0,2.55,338.0,491.0
50268,Undués de Lerda,2008,21.0,3.12,22.0,335.0
44237,Urrea de Gaén,2008,199.0,2.64,211.0,455.0
50269,Urrea de Jalón,2008,152.0,2.68,161.0,1001.0
50270,Urriés,2008,17.0,2.59,18.0,473.0
50271,Used,2008,114.0,3.07,121.0,505.0
50272,Utebo,2008,6147.0,2.76,6518.0,307.0
44238,Utrillas,2008,1137.0,2.95,1206.0,772.0
50274,Val de San Martín,2008,30.0,2.97,32.0,811.0
44239,Valacloche,2008,15.0,2.54,16.0,1029.0
44240,Valbona,2008,78.0,2.63,83.0,737.0
44241,Valdealgorfa,2008,227.0,3.02,241.0,958.0
44243,Valdecuenca,2008,23.0,2.56,24.0,615.0
50273,Valdehorna,2008,14.0,3.06,15.0,300.0
44244,Valdelinares,2008,35.0,3.1,37.0,822.0
44245,Valdeltormo,2008,120.0,2.81,127.0,623.0
44246,Valderrobres,2008,765.0,2.93,811.0,565.0
22242,Valfarta,2008,31.0,2.99,33.0,1029.0
44247,Valjunquera,2008,136.0,3.01,144.0,758.0
22243,Valle de Bardají,2008,20.0,2.6,21.0,883.0
22901,Valle de Hecho,2008,418.0,2.27,443.0,913.0
22244,Valle de Lierp,2008,17.0,2.56,18.0,534.0
44249,Vallecillo (El),2008,14.0,2.95,15.0,1007.0
50275,Valmadrid,2008,39.0,2.65,41.0,447.0
50276,Valpalmas,2008,57.0,2.92,60.0,544.0
50277,Valtorres,2008,45.0,2.56,48.0,910.0
44250,Veguillas de la Sierra,2008,10.0,2.77,11.0,883.0
22245,Velilla de Cinca,2008,198.0,2.4,210.0,838.0
50278,Velilla de Ebro,2008,85.0,2.94,90.0,945.0
50279,Velilla de Jiloca,2008,39.0,2.77,41.0,600.0
22909,Vencillón,2008,193.0,2.41,205.0,533.0
50280,Vera de Moncayo,2008,170.0,2.49,180.0,561.0
22247,Viacamp y Litera,2008,9.0,2.88,10.0,303.0
22248,Vicién,2008,46.0,2.68,49.0,649.0
50281,Vierlas,2008,42.0,2.44,45.0,417.0
50283,Villadoz,2008,27.0,3.17,29.0,869.0
50284,Villafeliche,2008,65.0,2.87,69.0,389.0
50285,Villafranca de Ebro,2008,239.0,3.14,253.0,435.0
44251,Villafranca del Campo,2008,139.0,2.62,147.0,852.0
44252,Villahermosa del Campo,2008,34.0,2.65,36.0,852.0
50286,Villalba de Perejil,2008,37.0,3.11,39.0,349.0
50287,Villalengua,2008,142.0,2.73,151.0,510.0
50903,Villamayor de Gállego,2008,996.0,2.89,1056.0,502.0
22249,Villanova,2008,64.0,2.47,68.0,1014.0
22250,Villanúa,2008,181.0,2.64,192.0,472.0
50288,Villanueva de Gállego,2008,1760.0,2.33,1866.0,419.0
50290,Villanueva de Huerva,2008,248.0,2.42,263.0,953.0
50289,Villanueva de Jiloca,2008,37.0,2.23,39.0,821.0
22251,Villanueva de Sigena,2008,232.0,2.26,246.0,513.0
44256,Villanueva del Rebollar de la Sierra,2008,16.0,3.17,17.0,1040.0
50291,Villar de los Navarros,2008,53.0,2.45,56.0,339.0
44257,Villar del Cobo,2008,76.0,2.87,81.0,834.0
44258,Villar del Salz,2008,29.0,3.03,31.0,794.0
44260,Villarluengo,2008,77.0,2.75,82.0,829.0
44261,Villarquemado,2008,398.0,2.37,422.0,543.0
50292,Villarreal de Huerva,2008,70.0,2.91,74.0,792.0
50293,Villarroya de la Sierra,2008,219.0,2.78,232.0,428.0
44262,Villarroya de los Pinares,2008,64.0,2.94,68.0,811.0
50294,Villarroya del Campo,2008,26.0,2.94,28.0,436.0
44263,Villastar,2008,114.0,3.15,121.0,397.0
44264,Villel,2008,136.0,2.77,144.0,791.0
50282,Vilueña (La),2008,45.0,2.59,48.0,591.0
44265,Vinaceite,2008,113.0,2.84,120.0,725.0
44266,Visiedo,2008,70.0,2.3,74.0,1028.0
50295,Vistabella,2008,16.0,2.99,17.0,819.0
44267,Vivel del Río Martín,2008,39.0,2.33,41.0,376.0
22252,Yebra de Basa,2008,60.0,2.55,64.0,452.0
22253,Yésero,2008,25.0,3.02,27.0,435.0
50296,Zaida (La),2008,189.0,2.78,200.0,633.0
22254,Zaidín,2008,680.0,2.59,721.0,476.0
50297,Zaragoza,2008,249487.0,2.67,264565.0,641.0
44268,Zoma (La),2008,7.0,2.98,7.0,789.0
50298,Zuera,2008,2858.0,2.55,3031.0,846.0
44001,Ababuj,2009,30.0,2.66,32.0,805.0
50001,Abanto,2009,45.0,2.76,48.0,428.0
44002,Abejuela,2009,21.0,2.73,22.0,363.0
22001,Abiego,2009,110.0,2.59,117.0,644.0
22002,Abizanda,2009,50.0,2.5,53.0,1002.0
50002,Acered,2009,72.0,2.34,77.0,1009.0
22003,Adahuesca,2009,65.0,2.57,69.0,712.0
50003,Agón,2009,72.0,2.37,77.0,862.0
50004,Aguarón,2009,309.0,2.9,329.0,464.0
44003,Aguatón,2009,8.0,2.56,9.0,443.0
44004,Aguaviva,2009,315.0,2.26,335.0,412.0
22004,Agüero,2009,60.0,2.76,64.0,275.0
44005,Aguilar del Alfambra,2009,24.0,2.76,26.0,784.0
50005,Aguilón,2009,84.0,3.04,89.0,651.0
22907,Aínsa-Sobrarbe,2009,789.0,2.76,839.0,332.0
50006,Ainzón,2009,503.0,2.54,535.0,305.0
22006,Aisa,2009,133.0,2.97,141.0,908.0
44006,Alacón,2009,142.0,2.71,151.0,1038.0
50007,Aladrén,2009,27.0,2.26,29.0,794.0
50008,Alagón,2009,2616.0,2.75,2782.0,563.0
50009,Alarba,2009,50.0,3.1,53.0,1009.0
44007,Alba,2009,97.0,2.58,103.0,1037.0
22007,Albalate de Cinca,2009,484.0,2.49,515.0,434.0
44008,Albalate del Arzobispo,2009,934.0,2.35,993.0,1036.0
22008,Albalatillo,2009,99.0,2.36,105.0,462.0
44009,Albarracín,2009,419.0,2.62,446.0,448.0
22009,Albelda,2009,310.0,2.78,330.0,1071.0
44010,Albentosa,2009,138.0,2.29,147.0,474.0
50010,Alberite de San Juan,2009,33.0,3.11,35.0,361.0
22011,Albero Alto,2009,42.0,2.96,45.0,769.0
22012,Albero Bajo,2009,37.0,2.77,39.0,465.0
22013,Alberuela de Tubo,2009,119.0,3.01,127.0,992.0
50011,Albeta,2009,61.0,2.26,65.0,303.0
50012,Alborge,2009,47.0,2.65,50.0,927.0
44011,Alcaine,2009,24.0,2.85,26.0,669.0
50013,Alcalá de Ebro,2009,97.0,3.0,103.0,947.0
22014,Alcalá de Gurrea,2009,96.0,2.95,102.0,426.0
44012,Alcalá de la Selva,2009,208.0,2.47,221.0,839.0
50014,Alcalá de Moncayo,2009,50.0,3.09,53.0,381.0
22015,Alcalá del Obispo,2009,183.0,2.34,195.0,602.0
22016,Alcampell,2009,261.0,3.04,278.0,386.0
44013,Alcañiz,2009,5254.0,3.12,5588.0,541.0
22017,Alcolea de Cinca,2009,498.0,2.38,530.0,616.0
50015,Alconchel de Ariza,2009,37.0,2.86,39.0,861.0
44014,Alcorisa,2009,1644.0,2.25,1748.0,748.0
22018,Alcubierre,2009,170.0,2.59,181.0,904.0
50016,Aldehuela de Liestos,2009,19.0,2.74,20.0,639.0
22019,Alerre,2009,82.0,2.77,87.0,675.0
50017,Alfajarín,2009,664.0,3.09,706.0,420.0
44016,Alfambra,2009,254.0,2.85,270.0,551.0
50018,Alfamén,2009,569.0,2.66,605.0,1043.0
22020,Alfántega,2009,45.0,2.98,48.0,920.0
50019,Alforque,2009,28.0,3.1,30.0,457.0
50020,Alhama de Aragón,2009,549.0,2.23,584.0,870.0
44017,Aliaga,2009,123.0,3.12,131.0,469.0
44021,Allepuz,2009,59.0,2.28,63.0,291.0
44022,Alloza,2009,239.0,2.98,254.0,730.0
44023,Allueva,2009,6.0,2.57,6.0,651.0
50021,Almochuel,2009,13.0,2.29,14.0,945.0
44018,Almohaja,2009,9.0,2.45,10.0,687.0
50022,Almolda (La),2009,224.0,2.82,238.0,909.0
50023,Almonacid de la Cuba,2009,112.0,2.57,119.0,916.0
50024,Almonacid de la Sierra,2009,361.0,2.26,384.0,737.0
22021,Almudévar,2009,918.0,2.78,976.0,582.0
50025,Almunia de Doña Godina (La),2009,2585.0,3.06,2749.0,598.0
22022,Almunia de San Juan,2009,254.0,2.57,270.0,786.0
22023,Almuniente,2009,235.0,2.41,250.0,389.0
44019,Alobras,2009,27.0,2.63,29.0,278.0
50026,Alpartir,2009,249.0,2.25,265.0,552.0
44020,Alpeñés,2009,8.0,3.01,9.0,439.0
22024,Alquézar,2009,107.0,2.99,114.0,658.0
22025,Altorricón,2009,548.0,2.77,583.0,728.0
